"obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","class","redshift","plate","MJD","fiber_ID"
1237661137962664192,161.185466281064,39.9183664653823,21.13212,21.27311,20.86953,20.58666,20.35764,3647,301,3,146,9932949149686454272,"QSO",1.171557,8822,58167,946
1237657589784707584,178.031478303522,54.1958938942457,20.51873,20.20638,20.21569,19.80753,19.63807,2821,301,2,175,9264068110394349568,"QSO",0.4654321,8228,57423,595
1237661361833574656,198.003580108947,46.7663898532665,23.32507,22.00957,21.61872,21.23226,20.99864,3699,301,4,81,8344105071311869952,"QSO",2.406779,7411,56776,221
1237655502962032896,257.288680595736,32.9676222399246,19.8802,19.36685,19.21499,18.97952,18.8786,2335,301,3,92,5621668358913284096,"QSO",1.889664,4993,55738,182
1.237654952133e+18,253.249248193912,39.5423167101527,22.83189,22.24747,21.66829,21.09264,20.70058,2207,301,1,100,1.2069851923807e+19,"QSO",1.936268,10720,58250,745
1237662700792185088,249.268599317009,48.6827809569233,21.75735,21.73722,21.70547,21.42161,21.69605,4011,301,2,120,9070302271766812672,"QSO",1.526279,8056,57186,191
1237665582719042048,254.413836444593,46.4446534691813,21.95665,21.78717,21.61353,21.36197,20.75123,4682,301,2,178,9613022041960896512,"QSO",1.014419,8538,57549,322
1237664093974167808,132.277415329417,27.576354856693,20.19326,20.19723,19.68521,19.62106,19.51886,4335,301,5,150,12002196503072626688,"QSO",1.301123,10660,58466,376
1237659326021501440,228.425658459724,51.8885768987275,20.59881,20.38245,20.26205,19.84052,19.74572,3225,301,4,118,9450904280427157504,"QSO",1.796405,8394,57865,365
1237678598629818880,5.62441454777945,3.60763701562947,25.71661,22.1597,21.17344,20.17742,19.46108,7712,301,6,367,9845997832997459968,"QSO",0.5181971,8745,57391,11
1237655499213505280,231.540402447021,-1.48397515672177,24.87475,21.46662,21.23361,21.25702,20.94838,2334,301,4,238,4517144600486631424,"QSO",2.921865,4012,55327,124
1237663785277784576,15.1857088473874,0.906850622655018,22.52633,21.66913,21.48851,21.29762,20.90843,4263,301,6,217,8847402404230223872,"QSO",2.317981,7858,57281,294
1237667541753790976,150.267774005786,20.8550762738031,23.01367,22.50969,22.04793,21.18372,20.61126,5138,301,3,68,10784036564654905344,"QSO",0.674556,9578,57817,608
1237661137962008832,159.424102020268,39.5126694949948,20.59024,19.88014,19.57263,19.55448,19.24699,3647,301,3,136,5216371878260922368,"QSO",0.8637293,4633,55620,282
1237667323799339264,199.104209957534,27.3451872849382,20.87702,20.26758,20.11048,20.02929,19.46408,5087,301,5,299,6752198043922356224,"QSO",0.6908594,5997,56309,641
1237660963476275456,137.104431011177,35.0728128383665,20.89808,20.45127,20.08626,19.47308,19.24562,3606,301,6,95,5229854364768950272,"QSO",0.5749965,4645,55623,179
1237655501883769344,249.366885628259,41.2132677419441,23.62188,21.93497,21.67227,21.38146,21.15349,2335,301,1,23,9602970314444396544,"QSO",2.850503,8529,58013,618
1237669517442416896,1.35801962389746,7.2413963363682,21.01016,20.91956,20.54036,20.61818,21.31096,5598,301,3,124,12733004498022455296,"QSO",1.194662,11309,58428,736
1237663783127417600,8.63744768601933,-0.763794189115124,23.74122,22.15466,21.72206,21.52273,21.57033,4263,301,2,173,4752493691968706560,"QSO",3.174047,4221,55443,255
1237654383592931584,151.149159657677,59.1207170483402,21.71349,21.58697,20.98981,20.9602,20.78258,2074,301,6,195,9221304530196781056,"QSO",1.416255,8190,57448,670
1237661360770449664,228.636136361306,37.50694088317,21.9647,21.78724,21.43198,21.2669,21.18989,3699,301,2,243,12095650039537620992,"QSO",1.228158,10743,58222,390
1237679317483127040,10.2029103510287,8.93928452625926,21.06706,20.97313,20.55235,20.43851,20.42704,7880,301,1,110,12437937908257937408,"QSO",1.434241,11047,58424,442
1237673807044870656,122.706298460026,18.5524062499425,20.99996,20.48434,20.20407,20.04564,19.76963,6597,301,1,183,5058863538459924480,"QSO",2.210071,4493,55585,710
1237660958106714880,121.150021834093,24.3017710305914,25.91791,22.10148,21.59065,20.96538,20.83858,3605,301,4,82,5027162973543880704,"QSO",1.473098,4465,55858,72
1237661957759435520,206.975179598586,49.6107988669527,22.57097,21.80121,21.43297,21.15849,21.12499,3838,301,2,68,8365671447654586368,"QSO",1.45163,7430,57105,855
1237662194526388480,184.631046115818,42.3831019799571,20.89156,20.55731,20.34597,20.18063,19.91891,3893,301,3,173,9438660662874363904,"QSO",2.0908,8383,57518,879
1237661959367033088,196.615491035117,52.4103664930336,21.83196,21.24438,21.07967,21.14772,20.82277,3838,301,5,22,7610036742830446592,"QSO",2.629863,6759,56416,288
1237667782837797376,192.583306967715,22.3750343559296,22.49905,21.3163,21.08772,21.36007,20.61104,5194,301,4,510,6742121840511309824,"QSO",2.511185,5988,56072,848
1237655502957052416,249.58637389516,42.4824793530356,21.59326,20.3726,19.50686,19.21894,19.07843,2335,301,3,16,9611890377419413504,"QSO",1.26316,8537,58014,301
1237664852043301376,238.286672286122,23.6578836558596,21.08664,20.44405,20.32944,20.36919,20.3076,4512,301,1,263,4437248038197811200,"QSO",2.498035,3941,55321,278
1237663784196964864,358.96202042187,0.035390162886748,23.28434,22.5036,22.35512,22.18235,21.64829,4263,301,4,109,8836154944631625728,"QSO",1.163822,7848,56959,336
1237662195077414912,225.394939278393,35.2056441415781,19.89394,19.82355,19.61753,19.62372,19.65294,3893,301,4,389,12100108284276791296,"QSO",1.254087,10747,58220,225
1237668332570149888,232.546902222391,12.4085536676266,23.08856,21.1653,20.91394,21.20894,21.08248,5322,301,4,152,5506945865393395712,"QSO",2.944855,4891,55736,616
1237659163350860032,246.549461296743,37.426708730296,18.67126,18.36161,18.40598,18.23594,18.36187,3187,301,5,137,1505335643574659072,"QSO",0.6298493,1337,52767,27
1237667541215937792,148.147239149873,19.9465275443495,26.01137,23.37878,22.07683,23.00845,22.12349,5138,301,2,53,10785098418848290816,"QSO",0.2469372,9579,57867,375
1237657587097207040,39.0793503046835,0.748401197713968,22.10606,22.00439,21.72433,21.69565,21.91496,2820,301,5,127,7634940958745057280,"QSO",2.050098,6781,56575,777
1237678617432228352,32.8466281031426,0.963848050594705,22.52006,21.47031,20.98589,20.75101,20.47871,7717,301,1,549,8820492676707407872,"QSO",2.814327,7834,56979,701
1237678598631523072,9.62217853944742,3.6042279385328,25.79389,23.89464,21.92381,20.74916,19.82087,7712,301,6,393,9850547617028921344,"QSO",1.001933,8749,57684,179
1237678889598976256,35.6481438216435,-2.07081175555775,21.56796,21.33894,20.94967,20.70173,20.4527,7780,301,4,140,8818217511013341184,"QSO",1.128754,7832,56904,616
1237667209984213248,163.448541064636,26.9579132239391,20.3547,20.20079,20.14542,20.02275,19.90812,5061,301,1,322,11792886592242472960,"QSO",2.076655,10474,58143,767
1237678617948193280,345.147248125266,1.69842313009754,21.1396,20.79858,20.88822,20.47512,20.42735,7717,301,2,230,10327017413066119168,"QSO",2.828705,9172,58015,958
1237674289683629056,123.220876532066,34.7768976866793,23.6826,22.59153,23.35553,22.02481,22.22001,6709,301,4,58,4232387030284523520,"QSO",1.926507,3759,55236,470
1237680246811918848,353.926367827023,19.8912615474499,25.93272,20.8524,20.56231,20.4261,20.67906,8096,301,4,190,6896339894551205888,"QSO",3.062728,6125,56273,738
1237657609109701120,125.59528995916,40.0622134570081,21.3967,20.70151,20.83797,20.69458,20.19261,2825,301,6,139,9938462088858195968,"QSO",2.264007,8827,57444,522
1237672794495844608,0.310914235328397,-4.04777527152089,22.01639,21.33445,21.00086,20.38468,20.23878,6361,301,3,23,8889000233985660928,"QSO",1.673531,7895,57659,74
1237655503497659136,256.078421646936,35.6297894429922,22.09653,22.06431,21.81846,21.55368,20.71617,2335,301,4,73,12071925053501233152,"QSO",1.141341,10722,58281,95
1237651067893580288,204.219332191546,64.8760538218731,23.1826,22.0019,20.64966,19.65538,19.40782,1302,301,6,430,7684333222470375424,"QSO",0.6173597,6825,56717,241
1237654952129135104,246.753481317334,46.9497901642719,21.21091,20.22963,20.11371,20.13015,19.80049,2207,301,1,41,7118059161678796800,"QSO",2.665428,6322,56190,436
1237654392176837120,119.050806725322,39.9480659846275,21.99891,22.03223,22.03747,22.02886,21.7375,2076,301,6,103,10535240172865607680,"QSO",2.163614,9357,57807,708
1237652943175483392,0.386798787710518,14.9355675434309,19.14305,19.06373,19.01452,18.75316,18.13702,1739,301,3,305,845634155810154496,"QSO",0.3987845,751,52251,303
1237662700787270144,237.999736225327,57.7706529482223,22.76612,21.82183,21.81669,22.29555,21.75506,4011,301,2,45,9477998451562403840,"QSO",5.871978,8418,58199,629
1237678857934733312,359.986362584215,11.5687595367375,20.20303,20.03285,19.81867,19.57177,19.5571,7773,301,1,310,12999893904241481728,"QSO",1.830743,11546,58488,922
1237651535481798912,125.116425957912,51.6682874335618,21.45172,21.42242,21.4247,20.80164,20.61295,1411,301,5,28,8229431509700073472,"QSO",1.684673,7309,56991,833
1237664093972660992,129.113669454425,25.7204127013591,22.96988,22.04324,21.62426,21.1151,20.6085,4335,301,5,127,10815456763484329984,"QSO",5.778521,9606,58103,226
1237663462607683840,351.579206867228,0.743824628434517,22.96152,22.76619,22.2181,22.06488,21.6572,4188,301,5,54,9867649414981769216,"QSO",1.943874,8764,57332,955
1237667783888273920,136.201146834335,16.3209348019875,23.33037,20.93965,20.18493,19.76667,19.23588,5194,301,6,155,5967418590454110208,"QSO",3.049109,5300,55982,542
1237669680651174400,0.364453814004037,7.31987644974542,22.28192,20.87029,20.59965,20.44779,20.83107,5636,301,3,124,12732945949028276224,"QSO",2.873219,11309,58428,523
1237680508259402240,349.234762720198,33.59350493403,20.17723,19.90171,19.85644,19.59229,19.29775,8157,301,3,58,8732510604592699392,"QSO",1.987581,7756,58392,112
1237661137957880320,148.129314357639,36.1624869921216,22.13047,21.65602,21.34501,21.5153,21.30094,3647,301,3,73,9966516677880600576,"QSO",2.588602,8852,57449,184
1237662524694790400,191.265354589475,14.1115801259853,25.22105,21.28037,20.91953,20.68822,20.49091,3970,301,2,63,6091311011486521344,"QSO",3.340676,5410,56016,700
1237662195593183488,163.282576322153,41.1153125692599,21.94291,21.43831,21.22106,21.12724,20.72905,3893,301,5,67,9418191053759207424,"QSO",2.305322,8365,57450,139
1237661968506487296,193.271556685416,43.1777814336573,21.90359,21.24582,20.34895,20.26819,20.20399,3840,301,6,215,7452433844861687808,"QSO",3.477941,6619,56371,372
1237661966889910528,174.845210909268,41.7172762855852,22.08815,21.3798,20.77753,20.33304,20.05032,3840,301,3,124,9422858755513800704,"QSO",0.4976179,8369,57451,736
1237678859015356672,16.0583190973296,12.2195738884289,21.07936,20.31477,20.51466,20.18859,19.73041,7773,301,3,415,5246738199976630272,"QSO",2.291907,4660,56191,162
1237678920203108608,356.295581556708,12.9650875219916,21.19086,20.59733,20.65969,20.52523,20.5024,7787,301,5,178,6924496736628267008,"QSO",1.292191,6150,56187,772
1237648722827805184,149.075045756838,1.13418248795732,23.82181,21.97805,22.0394,22.25109,21.25185,756,301,6,222,4310151094754105344,"QSO",2.12116,3828,55539,750
1237660935017922560,135.198516215681,55.942679952049,19.177,18.98695,18.47515,18.29651,18.24479,3600,301,1,31,8195490136848619520,"QSO",1.333748,7279,57071,235
1237669681185358080,354.19877560905,7.64925244798787,22.52065,21.06819,21.06373,20.91344,20.86207,5636,301,4,83,6942573257444055040,"QSO",2.335359,6166,56181,998
1237670960018817024,45.8902208727107,36.3893965251598,20.22732,18.94853,18.31806,18.00657,17.84784,5934,301,2,189,2748379190284806144,"QSO",1.078672,2441,54065,209
1237661353777496320,169.861330564711,57.2107288627221,21.72384,20.23636,19.40384,19.04746,18.88612,3697,301,5,35,7993972463045466112,"QSO",0.5018404,7100,56636,302
1237661353776775168,167.022076973378,56.7010178248245,20.30293,20.29231,20.13811,20.05382,20.06127,3697,301,5,24,7996174510461310976,"QSO",1.298711,7102,56666,121
1237668350285840640,220.653255112186,14.8955586564241,20.84585,20.09743,20.06629,20.11519,19.88807,5326,301,5,136,6159850168617555968,"QSO",2.531326,5471,56034,188
1237662194527371776,187.672679061561,42.2802956574932,22.95119,21.76273,21.72502,21.93122,21.9708,3893,301,3,188,5297420180305238016,"QSO",2.357294,4705,55705,222
1237663462607683840,351.583191031117,0.674427097038501,21.29961,20.55292,20.50453,20.55527,20.27106,4188,301,5,54,4741353715084318720,"QSO",2.431801,4211,55446,688
1237665025982726400,195.944719011715,35.2954535634339,22.00237,21.77586,21.16375,21.02436,20.79077,4552,301,5,160,11541846922525693952,"QSO",1.251336,10251,58173,898
1237655502961115904,256.024750558779,34.7112825089549,20.73981,20.4052,20.22006,19.99256,19.9955,2335,301,3,78,12274753064918079488,"QSO",1.946424,10902,58396,699
1237660612899110912,168.008756197825,8.53162134741405,22.09911,20.4084,19.89328,19.93637,20.07182,3525,301,1,88,6041703794647259136,"QSO",3.309896,5366,55958,454
1237680245734113792,344.254069977219,18.2089996849874,20.4808,20.39535,19.94976,19.89335,19.88379,8096,301,2,128,8565966454545209344,"QSO",1.320563,7608,56945,436
1237659131678687744,235.590851337475,41.6096203495419,21.99569,21.51529,21.40666,21.22476,20.62453,3180,301,2,186,6811747864869623808,"QSO",0.871198,6050,56089,194
1237663783123419648,359.42671574898,-0.769134552738007,25.74144,22.51309,21.92939,21.37249,21.08669,4263,301,2,112,8836110139532793856,"QSO",2.956758,7848,56959,173
1237659324952019200,238.891633898043,45.0022291763006,20.22537,19.91868,19.52519,19.54535,19.49854,3225,301,2,183,9579415474023979008,"QSO",1.098695,8508,57845,942
1237664674323562752,187.097921891597,38.4480175711365,21.09768,21.42765,21.13864,20.98594,20.74084,4470,301,6,27,9947443999060285440,"QSO",1.367689,8835,57427,430
1237662335717540096,237.965259380841,32.4363410625331,20.03455,19.39681,19.27229,19.12977,18.91369,3926,301,2,83,5591313591213250560,"QSO",2.222735,4966,55712,344
1237662224601514240,176.465336717625,39.3458625731615,20.39129,20.2271,20.01783,19.9064,19.73689,3900,301,3,331,2218090768130664448,"QSO",1.466465,1970,53386,247
1237678907856781824,1.13610006983487,10.8910428865024,22.82549,21.59671,21.8049,21.70232,20.92965,7784,301,6,204,6960558519046395904,"QSO",2.491439,6182,56190,892
1237665535471518464,247.746557326904,15.7598891061166,20.71528,20.45272,20.31318,20.2849,19.98653,4671,301,2,134,2486161881752954880,"QSO",0.9892761,2208,53880,636
1237661362370642176,198.851861428025,47.1794285048396,21.39675,21.72556,21.46938,21.63303,21.841,3699,301,5,84,8340832375018903552,"QSO",1.446865,7408,56780,603
1237678598075712256,326.158773095824,2.6683741881001,22.58423,22.06219,21.96579,21.40627,21.24131,7712,301,5,104,12749772599548205056,"QSO",1.637429,11324,58395,298
1237664869215371520,147.680793731931,31.2493422378584,22.06641,21.75577,21.63846,21.16713,20.65664,4516,301,1,144,11763498845706934272,"QSO",0.7604883,10448,58158,351
1237678617947800064,344.245596883248,1.64389429263858,21.4147,21.20836,20.9381,20.89087,20.91768,7717,301,2,224,10326966835531241472,"QSO",1.20589,9172,58015,774
1237661387611636480,234.388799085871,46.0521743291628,22.41921,21.87333,21.7168,21.51822,22.02715,3705,301,4,207,9581427030563772416,"QSO",2.456142,8510,57846,68
1237654604256182784,169.71138681442,3.82339831652825,22.69696,20.99426,20.69291,20.53815,20.44414,2126,301,1,337,5326871148188948480,"QSO",2.947864,4731,55656,868
1237663783121125632,354.21387371309,-0.713569994964778,21.76031,21.64627,21.56837,21.51951,21.04741,4263,301,2,77,10310046446511216640,"QSO",2.085402,9157,57742,658
1237655129841336832,251.893164954326,40.2008287350328,23.05259,20.69828,19.28548,17.82758,17.02804,2248,301,4,162,6798280221835679744,"QSO",6.95141,6038,56090,351
1237654948912693504,236.687084640949,55.7657032507397,21.29345,20.56657,19.84698,19.15667,18.62809,2206,301,3,114,7552803040040081408,"QSO",0.5160809,6708,56452,969
1237651190821683456,133.321039826403,52.4955193261025,20.91756,20.46362,20.10181,19.92316,19.71439,1331,301,3,196,8212401444747499520,"QSO",0.7267628,7294,56739,318
1237663204921835776,17.474065886139,0.659562653957697,25.25702,22.09188,21.08768,20.86637,21.25862,4128,301,5,240,4758285644882794496,"QSO",3.835494,4226,55475,846
1237673705043526144,121.738981447304,42.0284767304488,22.73388,22.13721,22.00809,21.70767,22.17929,6573,301,3,246,9336161712599226368,"QSO",2.44495,8292,57373,726
1237664289937948672,207.378389268304,13.3792833660576,24.63466,21.39739,21.0932,20.9468,21.6703,4381,301,2,240,6128469556602361856,"QSO",0.6163558,5443,56010,714
1237662266995704576,217.295318320761,5.78641784209876,23.56423,21.53033,21.17091,21.10749,20.66102,3910,301,2,47,5471943461723985920,"QSO",1.117606,4860,55691,254
1237664673789051904,193.777030578866,37.6972122594796,25.64979,26.3659,22.52517,21.07507,19.89946,4470,301,5,63,9949677939191994368,"QSO",1.513417,8837,57867,365
1237661362380472576,227.990846927028,39.204263872501,21.00118,21.15514,21.20725,20.89956,20.67727,3699,301,5,234,13115665882012735488,"QSO",1.906965,11649,58514,210
1237667536931454976,145.189288269752,18.9073879293369,18.56558,18.56725,18.45578,18.35034,18.17145,5137,301,2,213,6511211753371883520,"QSO",2.033375,5783,56017,482
1237672764977971456,347.394203906795,23.1925545026526,26.78221,21.71899,20.29786,19.2993,19.03935,6354,301,4,176,7419807210052802560,"QSO",7.011245,6590,56273,461
1237648720152297728,169.335706067204,-0.910418250594968,19.99865,19.65404,19.6273,19.56463,19.21331,756,301,1,357,4265157974518159360,"QSO",0.7021205,3788,55246,906
1237667211587224064,144.474188700475,23.8028697597562,23.98823,22.93549,22.45728,22.15016,21.6208,5061,301,4,206,10834639943340677120,"QSO",1.324255,9623,58132,382
1237663462608797952,354.211217005228,0.678457583155348,20.78612,19.45444,18.3022,17.82755,17.55802,4188,301,5,71,4743579126669268992,"QSO",0.1615142,4213,55449,592
1237657589775925504,147.241574152378,47.9047288035384,22.0337,21.71834,21.36694,21.54305,20.88539,2821,301,2,41,8228292410922522624,"QSO",1.329766,7308,56709,785
1237663783140655616,38.9124518103322,-0.812136928528771,26.24901,23.68233,23.03642,23.48431,22.7247,4263,301,2,375,8259716727233075200,"QSO",2.183946,7336,56656,418
1237652934033146112,317.32493826527,-7.53145220561924,18.8421,18.58191,18.36882,18.32991,18.18512,1737,301,2,68,718360184484816896,"QSO",0.8388714,638,52081,131
1237663783675625728,34.4924299056272,-0.217426714886301,21.15642,19.80664,18.64382,18.37339,17.83001,4263,301,3,346,457198956535900160,"QSO",0.3441752,406,51876,304
1237666301631267072,54.6976483892352,0.71966760836067,21.57403,20.92592,20.60385,20.16853,20.0098,4849,301,5,820,804008568889042944,"QSO",1.55084,714,52201,422
1237668333110624256,240.8453014927,10.8296686776517,19.52042,19.53597,19.4863,19.13836,19.06705,5322,301,5,207,5859361887117137920,"QSO",1.804476,5204,56036,650
1237678598097928448,17.1045931651419,3.18418845048425,21.70987,21.21351,21.04346,21.03942,20.58194,7712,301,5,443,9858426167648081920,"QSO",2.446639,8756,57687,169
1237679317479129600,1.00054208321478,9.04979873148763,23.72564,22.23864,21.69039,21.45964,21.15118,7880,301,1,49,12697030127198164992,"QSO",2.255058,11277,58450,934
1.237659324949e+18,231.148695496734,49.6352101416355,21.38861,20.93421,20.45054,20.26028,19.73277,3225,301,2,137,9451987023982516224,"QSO",0.3256825,8395,57834,208
1237655502956724480,248.93016793402,43.0637465495901,20.74091,20.13094,20.06551,20.04051,19.91685,2335,301,3,11,6796140297380452352,"QSO",0.6912778,6036,56093,758
1237661355931009280,175.777322891402,46.0473156698557,22.18713,21.1134,20.97024,20.87372,20.45755,3698,301,1,127,7481793004799547392,"QSO",2.571948,6645,56398,684
1237663785281126656,22.8861404026253,1.03690707311528,20.25233,20.07724,20.05611,19.77196,19.78478,4263,301,6,268,784875417717729280,"QSO",1.731246,697,52226,448
1237661966894498048,188.845828348665,42.0825490198864,21.738,21.57489,21.38124,21.31308,21.28084,3840,301,3,194,9439815424877549568,"QSO",0.9171884,8384,57513,984
1237654611219644672,206.283715168871,64.4680562919237,20.88083,20.46064,20.17691,20.05899,19.76094,2127,301,6,95,7679948914469132288,"QSO",2.136328,6821,56396,675
1237663479262020096,340.667864301534,0.125229572012619,21.1165,20.09529,19.7947,19.78815,19.52723,4192,301,4,227,4734555984579811328,"QSO",2.460201,4205,55454,534
1237669761724515072,338.470728866834,6.04719507900062,22.28881,22.08556,21.563,21.21721,20.94918,5655,301,2,213,12767977214206826496,"QSO",1.480827,11340,58433,990
1237667442967773440,176.419840648263,27.1769188423803,20.0404,20.08211,19.72265,19.5791,19.64407,5115,301,3,41,7212583079155881984,"QSO",1.488573,6406,56330,248
1237661362369069312,193.597768605584,47.6558307410374,21.55782,20.67448,20.46164,20.25073,20.00964,3699,301,5,60,8349716704352557056,"QSO",2.211702,7416,56810,156
